Gene	Module	kME
DOPEY2	P1_I6_M7	0.89
URB1	P1_I6_M1	0.86
NTN5	P1_I6_M1	0.99
LMTK3	P1_I6_M1	0.85
CBLC	P1_I6_M9	0.83
ADAMTS10	P1_I6_M1	0.97
SLC6A3	P1_I6_M1	0.99
NLRP12	P1_I6_M1	0.98
CACNG8	P1_I6_M1	0.82
TIMM29	P1_I6_M1	0.95
FBN3	P1_I6_M1	0.99
TM4SF5	P1_I6_M9	0.96
GPR32	P1_I6_M7	0.96
SIGLEC10	P1_I6_M5	0.88
ACPT	P1_I6_M1	1.0
ZNF473	P1_I6_M2	1.0
FAM71E1	P1_I6_M2	0.94
RPS11	P1_I6_M14	0.98
PTH2	P1_I6_M1	0.99
CTD-2545M3.6	P1_I6_M1	0.99
RPL13A	P1_I6_M14	0.92
CTU1	P1_I6_M1	0.99
IGLON5	P1_I6_M1	0.94
ZNF614	P1_I6_M1	0.85
MMEL1	P1_I6_M1	0.99
CFAP74	P1_I6_M1	0.95
PRDM16	P1_I6_M1	0.92
CELA2A	P1_I6_M18	1.0
PADI3	P1_I6_M1	0.93
EPHA2	P1_I6_M15	0.81
MYOM3	P1_I6_M8	0.85
RPL11	P1_I6_M14	0.97
C1orf216	P1_I6_M3	0.95
EVA1B	P1_I6_M1	0.83
C1orf94	P1_I6_M2	0.95
DMRTA2	P1_I6_M1	0.99
PLK4	P1_I6_M2	0.9
MAP3K6	P1_I6_M10	0.93
WDTC1	P1_I6_M7	0.85
CELA3A	P1_I6_M18	1.0
NBPF3	P1_I6_M1	0.88
PRKACB	P1_I6_M3	0.93
RPS8	P1_I6_M14	0.95
KIF2C	P1_I6_M2	0.95
DMRTB1	P1_I6_M2	0.99
SYPL2	P1_I6_M8	0.97
BARHL2	P1_I6_M1	0.99
ZNF697	P1_I6_M1	0.91
STRIP1	P1_I6_M4	0.89
KCNA10	P1_I6_M1	0.99
PSMA5	P1_I6_M1	0.89
FNDC7	P1_I6_M1	1.0
CD53	P1_I6_M5	0.9
ITGA10	P1_I6_M1	0.95
TIPRL	P1_I6_M4	0.9
DCAF6	P1_I6_M8	0.82
TBX19	P1_I6_M1	0.98
XCL1	P1_I6_M1	0.97
XCL2	P1_I6_M1	0.87
POU2F1	P1_I6_M1	0.98
MAEL	P1_I6_M2	0.96
ILDR2	P1_I6_M1	0.88
NECTIN4	P1_I6_M10	0.92
NUF2	P1_I6_M2	0.94
NR1I3	P1_I6_M6	0.97
F13B	P1_I6_M6	0.99
PRCC	P1_I6_M4	0.87
FCRL5	P1_I6_M5	0.88
PIGM	P1_I6_M1	0.84
CASQ1	P1_I6_M8	0.97
ISG20L2	P1_I6_M2	0.95
CRABP2	P1_I6_M15	0.97
ABL2	P1_I6_M1	0.82
FAM163A	P1_I6_M1	0.96
LHX9	P1_I6_M1	0.93
TUFT1	P1_I6_M10	0.96
SF3B4	P1_I6_M4	0.87
ECM1	P1_I6_M15	0.84
SETDB1	P1_I6_M4	0.88
PI4KB	P1_I6_M4	0.89
SEMA6C	P1_I6_M8	0.95
MRPL9	P1_I6_M4	0.93
C1orf56	P1_I6_M2	0.97
OAZ3	P1_I6_M2	0.97
HORMAD1	P1_I6_M2	0.96
GABPB2	P1_I6_M1	0.85
SYT14	P1_I6_M1	0.95
KCNH1	P1_I6_M1	0.98
DYRK3	P1_I6_M2	0.96
INTS7	P1_I6_M2	0.92
VASH2	P1_I6_M1	0.95
TAF1A	P1_I6_M1	0.92
HHIPL2	P1_I6_M1	0.97
FLG2	P1_I6_M10	0.96
CRNN	P1_I6_M15	0.98
TPM3	P1_I6_M8	0.92
NUP210L	P1_I6_M2	0.97
UBAP2L	P1_I6_M4	0.89
EFNA3	P1_I6_M10	0.93
AQP10	P1_I6_M9	0.94
ILF2	P1_I6_M4	0.81
HCN3	P1_I6_M1	0.99
FLG	P1_I6_M10	0.96
ACTA1	P1_I6_M8	0.97
SCCPDH	P1_I6_M2	0.87
CEP170	P1_I6_M2	0.91
DEGS1	P1_I6_M10	0.9
CNIH3	P1_I6_M1	0.92
C1orf35	P1_I6_M1	0.86
WNT9A	P1_I6_M1	0.92
SYT2	P1_I6_M1	0.99
ARL8A	P1_I6_M3	0.86
ABCG8	P1_I6_M9	0.89
CHAC2	P1_I6_M1	0.92
RPS27A	P1_I6_M14	0.97
WDPCP	P1_I6_M1	0.94
VPS54	P1_I6_M7	0.86
TRIM43B	P1_I6_M1	0.99
TRIM43	P1_I6_M1	0.99
CIAO1	P1_I6_M4	0.85
SNRNP200	P1_I6_M4	0.9
ANKRD53	P1_I6_M1	0.9
NAT8	P1_I6_M12	0.98
DQX1	P1_I6_M1	0.81
THNSL2	P1_I6_M7	0.86
RALB	P1_I6_M7	0.96
C1QL2	P1_I6_M1	0.99
NT5DC4	P1_I6_M1	1.0
ZC3H8	P1_I6_M1	0.86
CNGA3	P1_I6_M1	0.99
UBXN4	P1_I6_M4	0.86
NXPH2	P1_I6_M1	0.9
THSD7B	P1_I6_M1	0.98
GPR17	P1_I6_M1	0.9
POLR2D	P1_I6_M2	0.96
SCN1A	P1_I6_M1	0.95
SLC4A10	P1_I6_M3	0.96
DLX1	P1_I6_M1	0.99
FAM171B	P1_I6_M3	0.98
CCDC150	P1_I6_M1	0.97
UNC80	P1_I6_M1	0.9
PTH2R	P1_I6_M1	0.98
NBEAL1	P1_I6_M1	0.91
KANSL1L	P1_I6_M7	0.97
NYAP2	P1_I6_M1	0.99
RHBDD1	P1_I6_M4	0.88
HES6	P1_I6_M3	0.92
ESPNL	P1_I6_M1	0.99
ANKMY1	P1_I6_M2	0.95
COPS7B	P1_I6_M4	0.89
DIS3L2	P1_I6_M4	0.85
CPNE9	P1_I6_M1	0.94
TAMM41	P1_I6_M1	0.9
4-Mar	P1_I6_M1	0.96
STK11IP	P1_I6_M2	0.8
GRIP2	P1_I6_M1	0.88
CNTN4	P1_I6_M7	0.86
GADL1	P1_I6_M1	0.95
FAM198A	P1_I6_M1	0.81
SLC22A14	P1_I6_M1	0.94
RPL32	P1_I6_M14	0.96
PTPRG	P1_I6_M7	0.94
SLC25A26	P1_I6_M1	0.84
TMF1	P1_I6_M4	0.84
LRTM1	P1_I6_M1	0.91
RP11-977G19.10	P1_I6_M1	0.94
ZNF660	P1_I6_M1	0.99
NFKBIZ	P1_I6_M13	0.89
ADGRG7	P1_I6_M9	0.95
MYH15	P1_I6_M1	0.99
TAGLN3	P1_I6_M3	0.97
PLA1A	P1_I6_M11	0.87
IGSF11	P1_I6_M2	0.89
NR1I2	P1_I6_M9	0.85
ALDH1L1	P1_I6_M6	0.83
SPATA16	P1_I6_M2	0.99
FAM86B2	P1_I6_M1	0.98
UCN2	P1_I6_M1	0.89
DCAF1	P1_I6_M2	0.94
STXBP5L	P1_I6_M1	0.81
TM4SF19	P1_I6_M1	0.97
MUC4	P1_I6_M1	0.99
AHSG	P1_I6_M6	0.99
SLC26A1	P1_I6_M1	0.95
LYAR	P1_I6_M2	0.95
CENPC	P1_I6_M1	0.97
EPHA5	P1_I6_M1	0.88
SLC10A4	P1_I6_M1	0.97
SLC10A6	P1_I6_M1	0.84
SCD5	P1_I6_M3	0.89
CABS1	P1_I6_M2	0.98
GC	P1_I6_M6	0.97
TRMT10A	P1_I6_M1	0.84
KLHL8	P1_I6_M11	0.92
SNCA	P1_I6_M3	0.9
DDIT4L	P1_I6_M8	0.93
SPATA5	P1_I6_M1	1.0
FABP2	P1_I6_M9	0.92
1-Mar	P1_I6_M5	0.91
RPS3A	P1_I6_M14	0.96
RNF175	P1_I6_M1	0.92
GLRA3	P1_I6_M1	0.96
ROPN1L	P1_I6_M2	0.95
6-Mar	P1_I6_M7	0.8
NKD2	P1_I6_M1	0.98
CDH18	P1_I6_M1	0.86
ADAMTS16	P1_I6_M1	0.9
RPL37	P1_I6_M14	0.85
UGT3A1	P1_I6_M12	0.89
FAM159B	P1_I6_M1	0.98
GZMA	P1_I6_M5	0.84
BHMT	P1_I6_M12	0.87
ANKRD31	P1_I6_M1	0.97
GIN1	P1_I6_M1	0.97
BDP1	P1_I6_M1	0.99
GTF2H2	P1_I6_M1	0.95
SLC30A5	P1_I6_M4	0.83
BTF3	P1_I6_M14	0.96
SPATA9	P1_I6_M2	0.98
TNFAIP8	P1_I6_M5	0.86
MEGF10	P1_I6_M1	0.9
YIPF5	P1_I6_M4	0.81
LECT2	P1_I6_M6	0.99
SLC25A48	P1_I6_M1	0.86
DDX46	P1_I6_M4	0.88
IL9	P1_I6_M1	0.99
TIMD4	P1_I6_M2	0.9
C1QTNF2	P1_I6_M1	0.98
GABRA6	P1_I6_M1	0.99
GABRB2	P1_I6_M3	0.97
FBXO38	P1_I6_M4	0.87
SPINK7	P1_I6_M15	0.98
PCYOX1L	P1_I6_M1	0.81
GLRA1	P1_I6_M1	0.99
ZNF300	P1_I6_M1	0.86
N4BP3	P1_I6_M1	0.89
RMND5B	P1_I6_M2	0.83
CPLX2	P1_I6_M3	0.83
TENM2	P1_I6_M1	0.85
FAM50B	P1_I6_M1	0.82
MYLK4	P1_I6_M1	0.94
FAM217A	P1_I6_M1	0.85
CDKAL1	P1_I6_M1	0.83
PSD2	P1_I6_M3	0.96
GFRA3	P1_I6_M1	0.94
KLHL3	P1_I6_M1	0.89
HIST1H2BA	P1_I6_M1	0.96
KAAG1	P1_I6_M1	0.99
TRIM7	P1_I6_M8	0.91
MUT	P1_I6_M6	0.84
RASGEF1C	P1_I6_M1	0.9
DOK3	P1_I6_M5	0.84
PPP1R18	P1_I6_M5	0.94
DAAM2	P1_I6_M3	0.9
HMGCLL1	P1_I6_M1	0.89
LGSN	P1_I6_M1	0.98
FGD2	P1_I6_M5	0.89
TTBK1	P1_I6_M1	0.87
TCTE1	P1_I6_M2	0.85
RPL7L1	P1_I6_M4	0.86
NFKBIE	P1_I6_M5	0.92
IRAK1BP1	P1_I6_M13	0.95
PRSS35	P1_I6_M1	0.89
MMS22L	P1_I6_M1	0.95
GABRR1	P1_I6_M1	1.0
TBC1D32	P1_I6_M1	0.98
CLVS2	P1_I6_M1	0.9
GPR6	P1_I6_M1	0.99
RNF217	P1_I6_M7	0.96
TAAR2	P1_I6_M1	0.99
TAAR6	P1_I6_M1	0.99
TAAR8	P1_I6_M1	0.99
TAAR1	P1_I6_M1	0.96
PNLDC1	P1_I6_M1	0.95
VWDE	P1_I6_M1	0.98
SDK1	P1_I6_M1	0.88
CCZ1B	P1_I6_M7	0.85
RBAK	P1_I6_M1	0.89
FERD3L	P1_I6_M1	0.99
IGFBP1	P1_I6_M6	0.88
SSC4D	P1_I6_M1	0.98
POMZP3	P1_I6_M1	0.92
CCT6A	P1_I6_M4	0.83
TRIM50	P1_I6_M1	0.94
ZNF92	P1_I6_M1	0.85
ATXN7L1	P1_I6_M1	0.88
ASB15	P1_I6_M8	0.89
TRIM4	P1_I6_M4	0.86
ZAN	P1_I6_M1	0.99
AGBL3	P1_I6_M1	0.94
STRA8	P1_I6_M1	1.0
ZC3HAV1L	P1_I6_M1	0.8
EPHA1	P1_I6_M7	0.95
NOM1	P1_I6_M1	0.96
CNPY1	P1_I6_M1	1.0
SHROOM2	P1_I6_M1	0.88
RAB19	P1_I6_M1	0.95
LUC7L2	P1_I6_M4	0.88
TMEM27	P1_I6_M12	0.98
SH3KBP1	P1_I6_M5	0.81
LANCL3	P1_I6_M1	0.99
SYTL5	P1_I6_M1	0.85
SPIN2A	P1_I6_M1	0.99
AKAP4	P1_I6_M2	0.96
CCNB3	P1_I6_M1	0.97
ZNF157	P1_I6_M1	0.99
ZNF182	P1_I6_M1	0.93
CHST7	P1_I6_M1	0.88
ZNF41	P1_I6_M1	0.81
RAB41	P1_I6_M1	0.98
GPR174	P1_I6_M5	0.89
CCDC120	P1_I6_M1	0.81
LPAR4	P1_I6_M1	0.98
AWAT2	P1_I6_M1	0.99
GCNA	P1_I6_M1	0.87
ZNF711	P1_I6_M2	0.9
CPXCR1	P1_I6_M1	0.96
NXF3	P1_I6_M2	0.89
RIPPLY1	P1_I6_M1	0.98
CXorf57	P1_I6_M1	0.92
FRMPD3	P1_I6_M1	0.96
HTR2C	P1_I6_M1	0.99
DOCK11	P1_I6_M5	0.82
ARHGAP36	P1_I6_M17	0.98
GPR119	P1_I6_M1	0.99
FBXO25	P1_I6_M2	0.94
FATE1	P1_I6_M2	0.96
MAGEA4	P1_I6_M2	0.95
RPL10	P1_I6_M14	0.96
HMBOX1	P1_I6_M1	0.89
CHRNB3	P1_I6_M1	1.0
CHRNA6	P1_I6_M1	0.99
GNRH1	P1_I6_M1	0.94
DOK2	P1_I6_M5	0.84
CHMP7	P1_I6_M5	0.94
STAR	P1_I6_M17	0.99
SNTG1	P1_I6_M1	0.97
ST18	P1_I6_M1	0.95
RGS20	P1_I6_M1	0.96
GINS4	P1_I6_M1	0.96
DNAJC5B	P1_I6_M2	0.98
CRH	P1_I6_M1	0.97
PMP2	P1_I6_M3	0.98
PRDM14	P1_I6_M1	1.0
TERF1	P1_I6_M4	0.85
RPL7	P1_I6_M14	0.98
PSKH2	P1_I6_M1	0.99
ATP6V0D2	P1_I6_M12	0.94
DPYS	P1_I6_M6	0.81
EIF3H	P1_I6_M14	0.89
FAM83A	P1_I6_M15	0.96
GSDMC	P1_I6_M10	0.86
FAM135B	P1_I6_M1	0.96
ZNF7	P1_I6_M4	0.9
ARHGAP39	P1_I6_M1	0.9
SLC39A4	P1_I6_M9	0.96
CER1	P1_I6_M1	0.99
PLIN2	P1_I6_M6	0.81
IFNA5	P1_I6_M1	0.99
HAUS6	P1_I6_M2	0.92
IFNA16	P1_I6_M1	0.99
CDKN2A	P1_I6_M1	0.95
IFNK	P1_I6_M1	0.99
FBXO10	P1_I6_M1	0.82
NTRK2	P1_I6_M3	0.86
SHC3	P1_I6_M3	0.9
MFSD14B	P1_I6_M7	0.96
OR13C4	P1_I6_M1	0.99
ZNF462	P1_I6_M1	0.82
ACTL7B	P1_I6_M2	0.98
NR6A1	P1_I6_M2	0.95
CRB2	P1_I6_M1	0.96
OR5C1	P1_I6_M1	0.99
WDR31	P1_I6_M1	0.88
SURF2	P1_I6_M2	0.93
SURF6	P1_I6_M1	0.94
MED22	P1_I6_M1	0.88
REXO4	P1_I6_M1	0.92
RPL7A	P1_I6_M14	0.95
MIGA2	P1_I6_M1	0.8
HMCN2	P1_I6_M1	0.87
GPR107	P1_I6_M4	0.88
IDI2	P1_I6_M8	0.96
LCN9	P1_I6_M1	0.99
CACNA1B	P1_I6_M1	0.91
NACC2	P1_I6_M3	0.83
PROSER2	P1_I6_M1	0.89
USP6NL	P1_I6_M2	0.84
FAM171A1	P1_I6_M3	0.84
MINDY3	P1_I6_M4	0.86
TMEM236	P1_I6_M9	0.88
A1CF	P1_I6_M6	0.88
CDHR1	P1_I6_M10	0.93
LRIT1	P1_I6_M1	0.99
RGR	P1_I6_M1	0.91
POLR3A	P1_I6_M1	0.85
HERC4	P1_I6_M4	0.87
ANKRD1	P1_I6_M16	0.96
RPP30	P1_I6_M4	0.83
HABP2	P1_I6_M6	0.97
VAX1	P1_I6_M1	0.99
NPFFR1	P1_I6_M1	1.0
CYP17A1	P1_I6_M17	0.99
INA	P1_I6_M3	0.98
LRRC27	P1_I6_M2	0.98
PAOX	P1_I6_M1	0.98
TAF5	P1_I6_M1	0.88
ITPRIP	P1_I6_M13	0.92
SLC5A12	P1_I6_M12	0.93
SAA4	P1_I6_M6	0.99
PGAP2	P1_I6_M11	0.97
SYT8	P1_I6_M10	0.91
ZNF214	P1_I6_M1	0.94
ZNF215	P1_I6_M1	0.98
HSD17B12	P1_I6_M7	0.84
DGKZ	P1_I6_M3	0.85
GLYAT	P1_I6_M12	0.9
OR5F1	P1_I6_M1	0.99
SSRP1	P1_I6_M4	0.86
CELF1	P1_I6_M7	0.9
SESN3	P1_I6_M2	0.85
KLHL35	P1_I6_M1	0.99
PAK1	P1_I6_M3	0.86
RPS3	P1_I6_M14	0.97
ZC3H12C	P1_I6_M1	0.89
TTC12	P1_I6_M2	0.92
NCAM1	P1_I6_M3	0.91
DRD2	P1_I6_M1	0.94
HTR3B	P1_I6_M1	0.99
ATM	P1_I6_M5	0.83
SLX4IP	P1_I6_M1	0.97
GRIK4	P1_I6_M1	0.94
ST14	P1_I6_M9	0.82
SLC22A8	P1_I6_M12	0.98
TKFC	P1_I6_M9	0.89
TMC2	P1_I6_M1	0.99
ZP1	P1_I6_M1	0.99
OOSP2	P1_I6_M2	0.97
MS4A3	P1_I6_M13	0.98
PLCH2	P1_I6_M10	0.94
CPSF7	P1_I6_M4	0.91
EI24	P1_I6_M7	0.95
CCDC15	P1_I6_M1	0.89
FEZ1	P1_I6_M3	0.97
KIRREL3	P1_I6_M1	0.85
DUSP15	P1_I6_M2	0.97
C20orf144	P1_I6_M2	0.95
SPATA25	P1_I6_M1	0.91
OCSTAMP	P1_I6_M1	0.99
DSN1	P1_I6_M2	0.89
CNBD2	P1_I6_M2	0.91
SPINT4	P1_I6_M11	1.0
CDH22	P1_I6_M1	0.95
YTHDF1	P1_I6_M4	0.92
CABLES2	P1_I6_M2	0.99
FERMT3	P1_I6_M5	0.87
PLCB3	P1_I6_M9	0.96
FAU	P1_I6_M14	0.89
TM7SF2	P1_I6_M17	0.9
TBX6	P1_I6_M1	0.98
ALDOA	P1_I6_M8	0.96
FAM57B	P1_I6_M2	0.97
DOC2A	P1_I6_M3	0.96
HMGA2	P1_I6_M1	0.99
CNKSR2	P1_I6_M3	0.95
CNTN5	P1_I6_M1	0.99
FXYD4	P1_I6_M12	0.98
TRIM48	P1_I6_M1	0.99
OR8K1	P1_I6_M1	0.99
OR5M9	P1_I6_M1	0.99
KLHL1	P1_I6_M1	0.99
DCUN1D2	P1_I6_M16	0.89
TIRAP	P1_I6_M1	0.87
FAM124A	P1_I6_M1	0.86
MIA2	P1_I6_M1	0.99
GPM6A	P1_I6_M3	0.96
SPATA4	P1_I6_M2	0.96
CD226	P1_I6_M7	0.95
CNDP1	P1_I6_M3	0.96
DLG2	P1_I6_M3	0.9
CCDC83	P1_I6_M2	0.99
MTMR12	P1_I6_M4	0.87
PPP1R1C	P1_I6_M1	0.89
C11orf53	P1_I6_M1	0.99
PIH1D2	P1_I6_M2	0.96
C11orf57	P1_I6_M4	0.89
FREM2	P1_I6_M1	0.93
ABCB9	P1_I6_M1	0.82
DHX37	P1_I6_M1	0.92
TKTL2	P1_I6_M2	0.99
PRSS53	P1_I6_M1	0.99
GPR158	P1_I6_M1	0.88
LYZL2	P1_I6_M2	0.99
CACNA2D4	P1_I6_M1	0.99
KCNA6	P1_I6_M1	0.99
NGLY1	P1_I6_M2	0.95
TMEM86A	P1_I6_M1	0.87
C12orf45	P1_I6_M1	0.85
BTBD11	P1_I6_M7	0.95
UBE3B	P1_I6_M4	0.85
ANK3	P1_I6_M7	0.83
RAD9B	P1_I6_M1	0.87
MAT1A	P1_I6_M6	0.99
SLC2A13	P1_I6_M7	0.84
TEX30	P1_I6_M2	0.89
SRFBP1	P1_I6_M1	0.85
MIPOL1	P1_I6_M1	0.87
ALLC	P1_I6_M1	0.83
THRSP	P1_I6_M6	0.96
MSGN1	P1_I6_M1	0.99
ADAMTS12	P1_I6_M1	0.92
NUBPL	P1_I6_M1	0.81
FER	P1_I6_M1	0.82
VIPAS39	P1_I6_M4	0.85
UPF2	P1_I6_M4	0.87
SCLT1	P1_I6_M1	0.89
SLC25A31	P1_I6_M2	0.99
VTI1A	P1_I6_M1	0.89
DRD3	P1_I6_M1	0.99
POU4F2	P1_I6_M1	1.0
VENTX	P1_I6_M1	0.98
ITIH2	P1_I6_M6	0.99
KIN	P1_I6_M1	0.99
ANKAR	P1_I6_M1	0.97
ASAP2	P1_I6_M2	0.84
KCNJ1	P1_I6_M12	0.98
TMEM45B	P1_I6_M9	0.88
ACSL1	P1_I6_M6	0.87
SLC25A4	P1_I6_M16	0.95
AMN1	P1_I6_M2	0.9
CCDC122	P1_I6_M1	0.93
SERP2	P1_I6_M3	0.9
ZNF385D	P1_I6_M1	0.99
TDO2	P1_I6_M6	0.99
GUF1	P1_I6_M1	0.91
SLC35F4	P1_I6_M1	0.98
GABRA2	P1_I6_M3	0.96
CCDC175	P1_I6_M1	0.99
PABPC3	P1_I6_M2	0.98
CENPJ	P1_I6_M2	0.89
CACUL1	P1_I6_M1	0.89
TIAL1	P1_I6_M4	0.87
TMEM132D	P1_I6_M1	0.94
RBM46	P1_I6_M2	0.97
SCHIP1	P1_I6_M3	0.86
MCHR2	P1_I6_M1	0.97
AP1S3	P1_I6_M11	0.87
CCDC74B	P1_I6_M2	0.91
TMEM56	P1_I6_M6	0.9
TUBA3E	P1_I6_M2	0.99
ASTN1	P1_I6_M3	0.96
CFC1B	P1_I6_M1	0.99
TMEM178A	P1_I6_M3	0.9
POU4F1	P1_I6_M1	0.99
GRID2	P1_I6_M2	0.98
ARL11	P1_I6_M1	0.94
RIT2	P1_I6_M1	0.88
ARL14EP	P1_I6_M4	0.87
EPG5	P1_I6_M1	0.88
SPC25	P1_I6_M1	0.97
G6PC2	P1_I6_M1	0.98
PTH	P1_I6_M7	0.95
SH2D6	P1_I6_M1	0.99
KCNK13	P1_I6_M1	0.87
SPOCK1	P1_I6_M3	0.84
FAM151B	P1_I6_M1	0.99
HOMER1	P1_I6_M3	0.84
XRCC4	P1_I6_M1	0.88
BOLL	P1_I6_M2	0.99
ZNF547	P1_I6_M1	0.98
ZNF773	P1_I6_M1	0.89
ZNF256	P1_I6_M1	0.94
SUV39H2	P1_I6_M2	0.99
OLAH	P1_I6_M2	0.96
RPP38	P1_I6_M2	0.91
ZSCAN1	P1_I6_M1	0.96
ZNF837	P1_I6_M1	0.99
CCDC50	P1_I6_M4	0.82
CAMK4	P1_I6_M1	0.82
TRIM36	P1_I6_M2	0.95
PFKM	P1_I6_M8	0.94
GRIA4	P1_I6_M3	0.98
DSPP	P1_I6_M1	0.99
DMP1	P1_I6_M1	0.99
MEPE	P1_I6_M1	0.99
NADK2	P1_I6_M6	0.95
CCNO	P1_I6_M1	0.99
DDX4	P1_I6_M2	0.96
CLEC4F	P1_I6_M1	0.98
CATSPER3	P1_I6_M2	0.94
GPR180	P1_I6_M1	0.97
WDR78	P1_I6_M2	0.86
GRM1	P1_I6_M1	0.98
RAB3C	P1_I6_M3	0.95
RAD17	P1_I6_M2	0.84
MED21	P1_I6_M4	0.85
STK32B	P1_I6_M1	0.86
NRSN1	P1_I6_M3	0.99
ZIC1	P1_I6_M1	0.81
CPB1	P1_I6_M18	1.0
SREK1IP1	P1_I6_M1	0.88
LGI2	P1_I6_M7	0.96
CWC27	P1_I6_M4	0.91
CENPH	P1_I6_M2	0.88
TEKT5	P1_I6_M2	0.96
BANK1	P1_I6_M5	0.9
ACMSD	P1_I6_M12	0.92
ACOXL	P1_I6_M1	0.85
CLGN	P1_I6_M2	0.94
CETN3	P1_I6_M2	0.94
SMARCA5	P1_I6_M4	0.86
SYCP2L	P1_I6_M7	0.96
RGPD3	P1_I6_M1	0.96
HNRNPU	P1_I6_M4	0.85
RANBP2	P1_I6_M7	0.86
AHCTF1	P1_I6_M2	0.91
OR14K1	P1_I6_M1	0.99
CCDC148	P1_I6_M1	0.98
SCN3A	P1_I6_M1	0.93
FEZF2	P1_I6_M1	0.94
CD96	P1_I6_M5	0.86
ADGRF4	P1_I6_M10	0.94
FRMD1	P1_I6_M1	0.94
FAM49B	P1_I6_M5	0.82
TRAPPC8	P1_I6_M2	0.92
FAM81B	P1_I6_M2	0.85
INO80C	P1_I6_M2	0.9
PLEKHG4B	P1_I6_M1	0.98
TEX29	P1_I6_M2	0.96
SPACA7	P1_I6_M2	0.97
ADPRHL1	P1_I6_M16	0.99
FBXL2	P1_I6_M1	0.98
GOLGA8F	P1_I6_M1	0.99
GTF2E1	P1_I6_M1	0.85
TGIF2LX	P1_I6_M1	0.94
C7orf31	P1_I6_M2	0.98
TMPRSS11D	P1_I6_M15	0.92
TRIP12	P1_I6_M2	0.86
FBXO36	P1_I6_M1	0.82
KCTD15	P1_I6_M10	0.84
SREK1	P1_I6_M1	0.86
ANKFN1	P1_I6_M1	0.89
DGKE	P1_I6_M1	0.89
ZUFSP	P1_I6_M1	0.9
HS3ST3A1	P1_I6_M1	0.92
PPP2R5E	P1_I6_M4	0.89
ASB17	P1_I6_M2	0.99
GRAP	P1_I6_M5	0.91
SLC5A10	P1_I6_M12	0.89
AK5	P1_I6_M3	0.98
CABYR	P1_I6_M2	0.95
DNAAF1	P1_I6_M2	0.93
ROBO3	P1_I6_M1	0.99
PANX3	P1_I6_M1	0.99
NRGN	P1_I6_M3	0.96
CDH12	P1_I6_M1	0.98
LRRK1	P1_I6_M1	0.87
CEP112	P1_I6_M2	0.97
GAL3ST2	P1_I6_M1	0.94
ABCA10	P1_I6_M1	0.82
UCHL1	P1_I6_M3	0.96
DISP1	P1_I6_M1	0.84
OBSCN	P1_I6_M8	0.99
PPP1R3A	P1_I6_M8	0.92
CCSAP	P1_I6_M3	0.91
ASZ1	P1_I6_M1	0.89
GBP5	P1_I6_M5	0.88
GPR26	P1_I6_M1	0.99
CCDC173	P1_I6_M2	0.98
MMP21	P1_I6_M11	0.94
C10orf90	P1_I6_M1	0.87
CNTNAP3B	P1_I6_M1	0.89
MAGED4	P1_I6_M1	0.99
SRSF12	P1_I6_M1	0.87
PDLIM3	P1_I6_M8	0.9
PSMA8	P1_I6_M2	0.94
TMSB4Y	P1_I6_M1	0.96
C21orf91	P1_I6_M2	0.83
CHODL	P1_I6_M2	0.94
NCAM2	P1_I6_M3	0.97
GABPA	P1_I6_M4	0.89
WNT7A	P1_I6_M1	0.97
XPC	P1_I6_M4	0.84
PLCL2	P1_I6_M1	0.8
SKA1	P1_I6_M1	0.97
PIEZO2	P1_I6_M1	0.86
USP43	P1_I6_M1	0.88
RAB6B	P1_I6_M3	0.94
EME1	P1_I6_M1	0.95
CA10	P1_I6_M3	0.86
14-Sep	P1_I6_M2	0.96
RSPH10B	P1_I6_M2	0.91
FBXL18	P1_I6_M1	0.97
CNTNAP5	P1_I6_M1	0.98
ODF1	P1_I6_M2	0.95
PTPRN2	P1_I6_M3	0.85
OTUD6B	P1_I6_M1	0.84
TTC39B	P1_I6_M1	0.86
OR4K1	P1_I6_M1	0.99
GPR78	P1_I6_M1	0.99
TRMT44	P1_I6_M1	0.91
C16orf87	P1_I6_M2	0.86
HEATR3	P1_I6_M1	0.82
TRIM74	P1_I6_M1	0.98
MAGEC1	P1_I6_M1	0.94
GRIA1	P1_I6_M3	0.97
LRGUK	P1_I6_M1	0.97
ZKSCAN2	P1_I6_M1	0.97
C9orf85	P1_I6_M1	0.83
PIK3AP1	P1_I6_M5	0.88
RBM45	P1_I6_M1	0.84
TTN	P1_I6_M8	0.99
PDZD9	P1_I6_M1	0.97
OTOA	P1_I6_M1	0.99
FAM126B	P1_I6_M1	0.85
ALS2CR11	P1_I6_M2	0.99
FMN2	P1_I6_M3	0.86
RNF20	P1_I6_M4	0.89
CYLC2	P1_I6_M2	0.99
PPARGC1B	P1_I6_M1	0.87
LSM11	P1_I6_M1	0.95
MED7	P1_I6_M2	0.9
SAXO1	P1_I6_M2	0.98
SLC24A2	P1_I6_M3	0.95
PXYLP1	P1_I6_M11	0.98
SLA	P1_I6_M5	0.89
RAB39B	P1_I6_M1	0.84
GRIP1	P1_I6_M1	0.86
KIF5A	P1_I6_M3	0.98
NAT2	P1_I6_M6	0.8
MAGEA8	P1_I6_M1	0.85
PSD3	P1_I6_M3	0.92
CFAP70	P1_I6_M2	0.84
UGT2B4	P1_I6_M6	0.99
GPR61	P1_I6_M1	0.99
MMP16	P1_I6_M1	0.96
BATF	P1_I6_M5	0.89
DCK	P1_I6_M5	0.88
