Gene	Module	kME
FAM149B1	P1_I1_M6	0.87
ASCC1	P1_I1_M4	0.85
ZNF365	P1_I1_M5	0.96
OIT3	P1_I1_M9	0.92
ADAMTS14	P1_I1_M1	0.88
RPS24	P1_I1_M21	0.86
TET1	P1_I1_M1	0.99
DNA2	P1_I1_M1	0.97
MYPN	P1_I1_M11	0.97
SMARCAL1	P1_I1_M6	0.94
BARD1	P1_I1_M1	0.92
STAT4	P1_I1_M2	0.86
MSTN	P1_I1_M1	0.98
CARF	P1_I1_M3	0.88
ASNSD1	P1_I1_M4	0.85
SSB	P1_I1_M4	0.88
PPIG	P1_I1_M4	0.89
MDH1B	P1_I1_M3	0.8
CIR1	P1_I1_M4	0.84
CHRNA1	P1_I1_M1	0.95
WDR12	P1_I1_M1	0.98
ABI2	P1_I1_M13	0.92
ITGAV	P1_I1_M8	0.83
SLC35A5	P1_I1_M4	0.85
DIRC2	P1_I1_M1	0.88
GUCA1C	P1_I1_M1	0.9
CCDC54	P1_I1_M2	0.98
MNS1	P1_I1_M2	0.95
USP8	P1_I1_M4	0.86
SPPL2A	P1_I1_M8	0.8
APH1B	P1_I1_M2	0.97
INTS14	P1_I1_M4	0.86
PARP16	P1_I1_M1	0.83
HCN4	P1_I1_M1	0.98
UBL7	P1_I1_M4	0.87
ARHGAP24	P1_I1_M19	0.85
FAM13A	P1_I1_M8	0.82
HERC3	P1_I1_M8	0.84
HERC5	P1_I1_M2	0.96
PCDH10	P1_I1_M5	0.83
NDST4	P1_I1_M1	0.99
ZGRF1	P1_I1_M1	0.97
AP1AR	P1_I1_M8	0.84
FGF5	P1_I1_M1	0.98
GPAT3	P1_I1_M19	0.82
IL21	P1_I1_M1	0.85
BBS7	P1_I1_M6	0.89
KIAA1109	P1_I1_M8	0.91
RAP1GDS1	P1_I1_M5	0.87
LARP1B	P1_I1_M2	0.94
TRPC3	P1_I1_M1	0.99
NUP54	P1_I1_M4	0.82
G3BP2	P1_I1_M13	0.85
FRAS1	P1_I1_M1	0.82
CDKL2	P1_I1_M3	0.94
CENPE	P1_I1_M1	0.94
GSTCD	P1_I1_M3	0.96
INTS12	P1_I1_M6	0.83
CASP6	P1_I1_M12	0.83
EGF	P1_I1_M19	0.95
SEC24B	P1_I1_M4	0.82
C4orf17	P1_I1_M3	0.97
PPP3CA	P1_I1_M5	0.82
SLC39A8	P1_I1_M28	0.83
MTTP	P1_I1_M12	0.9
FBN2	P1_I1_M15	0.98
MAPK8IP3	P1_I1_M5	0.91
TTLL8	P1_I1_M1	0.99
PARVG	P1_I1_M7	0.96
B4GALNT3	P1_I1_M29	0.87
PDE6H	P1_I1_M1	0.99
ERP27	P1_I1_M31	0.94
YARS2	P1_I1_M1	0.93
ALG10	P1_I1_M1	0.99
PLCZ1	P1_I1_M2	0.95
AEBP2	P1_I1_M4	0.89
ETFBKMT	P1_I1_M1	0.95
TMEM117	P1_I1_M1	0.93
CLSTN3	P1_I1_M5	0.86
KLRG1	P1_I1_M1	0.83
CD27	P1_I1_M7	0.89
RBP5	P1_I1_M19	0.91
PIANP	P1_I1_M5	0.97
SLC38A4	P1_I1_M9	0.99
SCAF11	P1_I1_M4	0.82
PPFIA2	P1_I1_M5	0.98
ANP32D	P1_I1_M1	0.99
LRIG3	P1_I1_M22	0.88
INHBE	P1_I1_M9	0.96
TPH2	P1_I1_M1	0.99
PTPRQ	P1_I1_M1	0.98
KERA	P1_I1_M1	0.99
SYCP3	P1_I1_M2	0.98
ASCL1	P1_I1_M1	0.88
GAS2L3	P1_I1_M1	0.96
TMEM132B	P1_I1_M1	0.84
GLTP	P1_I1_M10	0.8
FOXN4	P1_I1_M1	0.96
NUP58	P1_I1_M2	0.91
SLC46A3	P1_I1_M12	0.8
SUOX	P1_I1_M8	0.87
CCDC65	P1_I1_M2	0.88
SLC39A5	P1_I1_M12	0.9
RDH16	P1_I1_M9	0.99
DHH	P1_I1_M3	0.98
NPFF	P1_I1_M16	0.99
CELA1	P1_I1_M1	0.99
SMARCC2	P1_I1_M13	0.91
BRCA2	P1_I1_M1	0.98
ITGB7	P1_I1_M7	0.92
LMBR1L	P1_I1_M3	0.96
C12orf10	P1_I1_M2	0.84
KRT71	P1_I1_M1	0.98
ZNF740	P1_I1_M1	0.85
SMIM2	P1_I1_M3	0.97
HNRNPA1L2	P1_I1_M1	0.97
SBNO1	P1_I1_M2	0.98
MORN3	P1_I1_M1	0.98
VPS33A	P1_I1_M1	0.87
DENR	P1_I1_M8	0.89
DIAPH3	P1_I1_M3	0.97
SLAIN1	P1_I1_M5	0.94
RBM26	P1_I1_M4	0.83
SRRM4	P1_I1_M1	0.93
METTL21C	P1_I1_M16	0.89
RNF113B	P1_I1_M2	0.97
ZIC5	P1_I1_M1	0.98
ABHD13	P1_I1_M1	0.85
GRTP1	P1_I1_M12	0.9
CDH24	P1_I1_M1	0.95
REM2	P1_I1_M1	0.97
TSSK4	P1_I1_M3	0.94
NOVA1	P1_I1_M5	0.87
FITM1	P1_I1_M11	0.98
MDGA2	P1_I1_M1	0.97
FRMD6	P1_I1_M18	0.82
RTN1	P1_I1_M5	0.96
C14orf37	P1_I1_M1	0.93
SYT16	P1_I1_M1	0.88
NAA30	P1_I1_M6	0.84
ADAM21	P1_I1_M1	0.92
RDH12	P1_I1_M10	0.87
DCAF5	P1_I1_M2	0.8
ESR2	P1_I1_M1	0.94
KCNH5	P1_I1_M1	0.99
EFCAB11	P1_I1_M2	0.97
AK7	P1_I1_M17	0.94
FAM181A	P1_I1_M1	0.93
SLC24A4	P1_I1_M1	0.98
SERPINA10	P1_I1_M9	0.99
C14orf79	P1_I1_M6	0.85
SLC25A47	P1_I1_M9	0.98
WDR20	P1_I1_M6	0.84
SLC12A6	P1_I1_M2	0.86
MFAP1	P1_I1_M4	0.93
TCF12	P1_I1_M13	0.82
ZSCAN29	P1_I1_M3	0.89
HDC	P1_I1_M16	0.88
GCNT3	P1_I1_M26	0.84
GTF2A2	P1_I1_M2	0.92
BAHD1	P1_I1_M6	0.91
DISP2	P1_I1_M1	0.98
CDAN1	P1_I1_M1	0.88
TLE3	P1_I1_M14	0.81
PSTPIP1	P1_I1_M14	0.92
BCL2A1	P1_I1_M14	0.91
SCAPER	P1_I1_M6	0.84
NEIL1	P1_I1_M1	0.9
MESDC1	P1_I1_M1	0.88
TPM1	P1_I1_M25	0.9
PIF1	P1_I1_M1	0.97
CYP11A1	P1_I1_M23	0.98
BBS4	P1_I1_M6	0.86
ADAMTS17	P1_I1_M1	0.99
LINS1	P1_I1_M1	0.81
GOLGA6D	P1_I1_M3	0.97
CCDC33	P1_I1_M17	0.99
CELF6	P1_I1_M1	0.91
CYP1A2	P1_I1_M9	0.99
LMAN1L	P1_I1_M27	0.93
HAPLN3	P1_I1_M1	0.87
RHCG	P1_I1_M20	0.97
RLBP1	P1_I1_M1	0.98
FANCI	P1_I1_M2	0.82
WDR93	P1_I1_M3	0.92
TICRR	P1_I1_M1	0.98
NTRK3	P1_I1_M5	0.9
DET1	P1_I1_M1	0.85
ST8SIA2	P1_I1_M1	0.99
EFL1	P1_I1_M6	0.81
12-Sep	P1_I1_M2	0.99
ITGAX	P1_I1_M7	0.87
TGFB1I1	P1_I1_M18	0.89
ARMC5	P1_I1_M1	0.91
PARN	P1_I1_M6	0.94
UQCRC2	P1_I1_M24	0.84
MYLK3	P1_I1_M25	0.93
ABCC12	P1_I1_M1	0.99
NKD1	P1_I1_M1	0.93
TXNL4B	P1_I1_M3	0.81
MARVELD3	P1_I1_M12	0.87
ZFHX3	P1_I1_M8	0.83
CLEC18B	P1_I1_M19	0.81
NLRC5	P1_I1_M7	0.94
CMTM2	P1_I1_M2	0.95
MBTPS1	P1_I1_M4	0.85
ZCCHC14	P1_I1_M2	0.91
TLDC1	P1_I1_M1	0.83
ADAD2	P1_I1_M3	0.98
OSGIN1	P1_I1_M9	0.83
IRF8	P1_I1_M7	0.88
RPL3L	P1_I1_M11	0.99
ZSCAN32	P1_I1_M1	0.87
RPS2	P1_I1_M21	0.89
NDUFB10	P1_I1_M11	0.86
PDPK1	P1_I1_M8	0.91
TIGD7	P1_I1_M1	0.84
TCF25	P1_I1_M13	0.83
GALNS	P1_I1_M3	0.83
GAS8	P1_I1_M6	0.8
MED9	P1_I1_M6	0.84
NCOR1	P1_I1_M4	0.83
COPS3	P1_I1_M2	0.82
GID4	P1_I1_M2	0.97
ZNF287	P1_I1_M1	0.92
CTRL	P1_I1_M31	1.0
DPEP3	P1_I1_M2	0.97
UNC45B	P1_I1_M25	0.88
OR4D1	P1_I1_M1	0.99
KIF2B	P1_I1_M2	0.99
C17orf80	P1_I1_M2	0.91
VPS53	P1_I1_M1	0.96
SPATA22	P1_I1_M2	0.96
LRRC46	P1_I1_M17	0.95
RHBDL3	P1_I1_M1	0.85
SPACA3	P1_I1_M2	0.98
ARSG	P1_I1_M16	0.87
C17orf64	P1_I1_M2	0.98
BCAS3	P1_I1_M6	0.9
SS18	P1_I1_M4	0.91
TAF4B	P1_I1_M1	0.99
PRELID3A	P1_I1_M1	0.85
C18orf21	P1_I1_M2	0.81
ASXL3	P1_I1_M1	0.99
MEP1B	P1_I1_M12	0.93
SLC25A52	P1_I1_M1	0.92
GAREM1	P1_I1_M1	0.82
ESCO1	P1_I1_M3	0.89
GREB1L	P1_I1_M1	0.93
PELP1	P1_I1_M6	0.83
NPC1	P1_I1_M8	0.84
SLC14A1	P1_I1_M27	0.93
SLC13A5	P1_I1_M9	0.98
ZMYND15	P1_I1_M3	0.93
WRAP53	P1_I1_M1	0.83
ASGR1	P1_I1_M9	0.99
PIK3R5	P1_I1_M14	0.92
CCDC40	P1_I1_M17	0.9
TMC6	P1_I1_M7	0.93
CARD14	P1_I1_M1	0.85
TTYH2	P1_I1_M5	0.97
RAB40B	P1_I1_M5	0.9
CSNK1D	P1_I1_M13	0.85
FN3KRP	P1_I1_M13	0.83
NARF	P1_I1_M2	0.89
RPTOR	P1_I1_M1	0.94
CBX8	P1_I1_M1	0.91
SECTM1	P1_I1_M12	0.8
CEP131	P1_I1_M3	0.9
ZNF750	P1_I1_M10	0.8
CBX4	P1_I1_M14	0.93
RNF165	P1_I1_M1	0.92
MAPK4	P1_I1_M8	0.84
MBD1	P1_I1_M2	0.85
SMAD4	P1_I1_M6	0.85
ZCCHC2	P1_I1_M3	0.82
FBXO15	P1_I1_M1	0.98
PMAIP1	P1_I1_M14	0.91
PNMT	P1_I1_M23	0.98
ARL5C	P1_I1_M1	0.99
FKBP10	P1_I1_M18	0.81
CACNA1A	P1_I1_M1	0.91
MISP3	P1_I1_M1	0.89
SLC39A3	P1_I1_M2	0.87
TPGS1	P1_I1_M1	0.96
ZIM3	P1_I1_M1	0.99
PRDM15	P1_I1_M1	0.96
FEM1A	P1_I1_M11	0.99
VAV1	P1_I1_M7	0.96
CIB3	P1_I1_M1	0.99
DUS3L	P1_I1_M3	0.9
DMRTC2	P1_I1_M2	0.95
ZFP14	P1_I1_M1	0.95
HUNK	P1_I1_M1	0.95
COL6A2	P1_I1_M18	0.83
DNMT3L	P1_I1_M1	0.91
SCYL1	P1_I1_M4	0.84
TMEM50B	P1_I1_M22	0.9
APP	P1_I1_M13	0.82
DOPEY2	P1_I1_M8	0.87
URB1	P1_I1_M1	0.87
NTN5	P1_I1_M1	0.99
LMTK3	P1_I1_M1	0.85
CBLC	P1_I1_M12	0.83
ADAMTS10	P1_I1_M1	0.98
SLC6A3	P1_I1_M1	0.99
NLRP12	P1_I1_M1	0.98
CACNG8	P1_I1_M1	0.82
TIMM29	P1_I1_M1	0.95
FBN3	P1_I1_M1	0.99
TM4SF5	P1_I1_M12	0.96
GPR32	P1_I1_M8	0.91
SIGLEC10	P1_I1_M7	0.88
ACPT	P1_I1_M1	0.99
KLK3	P1_I1_M27	0.95
ZNF473	P1_I1_M2	0.99
FAM71E1	P1_I1_M3	0.96
RPS11	P1_I1_M21	0.98
PTH2	P1_I1_M1	0.99
CTD-2545M3.6	P1_I1_M1	0.99
RPL13A	P1_I1_M21	0.91
CTU1	P1_I1_M1	0.99
IGLON5	P1_I1_M1	0.93
ZNF614	P1_I1_M1	0.86
MMEL1	P1_I1_M1	0.98
CFAP74	P1_I1_M1	0.94
PRDM16	P1_I1_M1	0.92
CELA2A	P1_I1_M31	1.0
PADI3	P1_I1_M1	0.92
FHAD1	P1_I1_M17	0.87
PADI1	P1_I1_M20	0.86
EPHA2	P1_I1_M20	0.81
MYOM3	P1_I1_M11	0.84
RPL11	P1_I1_M21	0.97
C1orf216	P1_I1_M5	0.95
EVA1B	P1_I1_M1	0.84
C1orf94	P1_I1_M2	0.93
DMRTA2	P1_I1_M1	0.99
PLK4	P1_I1_M3	0.93
MAP3K6	P1_I1_M10	0.93
WDTC1	P1_I1_M8	0.87
CELA3A	P1_I1_M31	1.0
NBPF3	P1_I1_M3	0.98
PRKACB	P1_I1_M5	0.91
PIGK	P1_I1_M6	0.86
TINAGL1	P1_I1_M15	0.93
RPS8	P1_I1_M21	0.95
KIF2C	P1_I1_M2	0.96
CYP4B1	P1_I1_M28	0.96
DMRTB1	P1_I1_M2	0.98
SYPL2	P1_I1_M11	0.98
BARHL2	P1_I1_M1	0.99
MTF2	P1_I1_M3	0.82
ZNF697	P1_I1_M1	0.91
STRIP1	P1_I1_M4	0.85
KCNA10	P1_I1_M1	0.99
PSMA5	P1_I1_M1	0.9
FNDC7	P1_I1_M1	0.99
C1orf162	P1_I1_M7	0.8
CD53	P1_I1_M7	0.89
ITGA10	P1_I1_M1	0.96
TIPRL	P1_I1_M4	0.88
NME7	P1_I1_M6	0.84
DCAF6	P1_I1_M11	0.81
GPA33	P1_I1_M26	0.93
TBX19	P1_I1_M1	0.98
XCL1	P1_I1_M1	0.97
XCL2	P1_I1_M1	0.87
POU2F1	P1_I1_M1	0.98
MAEL	P1_I1_M2	0.97
ILDR2	P1_I1_M3	0.93
ADCY10	P1_I1_M3	0.97
NECTIN4	P1_I1_M10	0.93
NUF2	P1_I1_M2	0.94
NR1I3	P1_I1_M9	0.98
F13B	P1_I1_M9	0.99
PRCC	P1_I1_M4	0.87
FCRL5	P1_I1_M7	0.86
PIGM	P1_I1_M1	0.85
CASQ1	P1_I1_M11	0.96
ISG20L2	P1_I1_M2	0.96
CRABP2	P1_I1_M20	0.96
ABL2	P1_I1_M1	0.82
RGS16	P1_I1_M22	0.96
TOR1AIP1	P1_I1_M4	0.81
FAM163A	P1_I1_M1	0.95
LHX9	P1_I1_M1	0.93
PRUNE1	P1_I1_M22	0.82
TUFT1	P1_I1_M10	0.96
SF3B4	P1_I1_M4	0.89
ECM1	P1_I1_M20	0.83
SNX27	P1_I1_M6	0.88
SETDB1	P1_I1_M4	0.85
ADAMTSL4	P1_I1_M15	0.92
PI4KB	P1_I1_M4	0.91
MINDY1	P1_I1_M22	0.83
SELENBP1	P1_I1_M26	0.84
SEMA6C	P1_I1_M11	0.96
MRPL9	P1_I1_M4	0.93
C1orf56	P1_I1_M2	0.96
OAZ3	P1_I1_M2	0.98
HORMAD1	P1_I1_M2	0.97
GABPB2	P1_I1_M3	0.94
SYT14	P1_I1_M1	0.95
KCNH1	P1_I1_M1	0.98
DTL	P1_I1_M3	0.96
DYRK3	P1_I1_M2	0.96
INTS7	P1_I1_M3	0.94
VASH2	P1_I1_M1	0.94
TAF1A	P1_I1_M1	0.92
SMYD2	P1_I1_M25	0.87
HHIPL2	P1_I1_M1	0.97
ATP8B2	P1_I1_M18	0.83
FLG2	P1_I1_M10	0.94
CRNN	P1_I1_M20	0.97
TPM3	P1_I1_M11	0.92
NUP210L	P1_I1_M2	0.95
SLC27A3	P1_I1_M16	0.82
UBAP2L	P1_I1_M4	0.92
CREB3L4	P1_I1_M27	0.91
EFNA3	P1_I1_M10	0.94
AQP10	P1_I1_M12	0.95
GATAD2B	P1_I1_M1	0.8
ILF2	P1_I1_M4	0.86
HCN3	P1_I1_M1	0.99
FLG	P1_I1_M10	0.94
ACTA1	P1_I1_M11	0.96
SCCPDH	P1_I1_M2	0.89
CEP170	P1_I1_M2	0.92
DEGS1	P1_I1_M10	0.88
FBXO28	P1_I1_M6	0.86
CNIH3	P1_I1_M1	0.92
C1orf35	P1_I1_M1	0.87
MBOAT2	P1_I1_M8	0.82
WNT9A	P1_I1_M1	0.92
REN	P1_I1_M19	0.86
SYT2	P1_I1_M1	0.99
ARL8A	P1_I1_M5	0.84
CAMKMT	P1_I1_M3	0.91
ABCG8	P1_I1_M12	0.9
CHAC2	P1_I1_M1	0.91
RPS27A	P1_I1_M21	0.97
WDPCP	P1_I1_M1	0.94
VPS54	P1_I1_M8	0.89
REG3G	P1_I1_M16	0.89
ASXL2	P1_I1_M6	0.9
ABHD1	P1_I1_M3	0.98
MEIS1	P1_I1_M18	0.84
TRIM43B	P1_I1_M1	0.99
TRIM43	P1_I1_M1	0.99
CIAO1	P1_I1_M4	0.83
ZNF514	P1_I1_M6	0.83
SNRNP200	P1_I1_M4	0.89
ANKRD53	P1_I1_M3	0.97
NAT8	P1_I1_M19	0.97
SFXN5	P1_I1_M5	0.84
DQX1	P1_I1_M1	0.81
THNSL2	P1_I1_M8	0.88
RALB	P1_I1_M8	0.91
C1QL2	P1_I1_M1	0.99
NT5DC4	P1_I1_M1	0.99
RABL2A	P1_I1_M17	0.93
ZC3H8	P1_I1_M1	0.86
LIPT1	P1_I1_M6	0.85
CNGA3	P1_I1_M1	0.99
LYG1	P1_I1_M1	0.81
UBXN4	P1_I1_M4	0.89
NXPH2	P1_I1_M1	0.9
THSD7B	P1_I1_M1	0.98
GPR17	P1_I1_M1	0.9
POLR2D	P1_I1_M2	0.97
AMMECR1L	P1_I1_M6	0.93
SCN1A	P1_I1_M1	0.95
SLC4A10	P1_I1_M5	0.98
SCRN3	P1_I1_M8	0.82
TMEFF2	P1_I1_M27	0.84
DLX1	P1_I1_M1	0.99
PHOSPHO2	P1_I1_M6	0.83
FAM171B	P1_I1_M5	0.98
CCDC150	P1_I1_M1	0.97
UNC80	P1_I1_M1	0.9
PTH2R	P1_I1_M1	0.98
NBEAL1	P1_I1_M1	0.92
KANSL1L	P1_I1_M8	0.92
NYAP2	P1_I1_M1	0.99
RHBDD1	P1_I1_M6	0.91
ACKR3	P1_I1_M15	0.82
TRPM8	P1_I1_M27	0.98
HES6	P1_I1_M5	0.92
ESPNL	P1_I1_M1	0.99
ANKMY1	P1_I1_M2	0.95
COPS7B	P1_I1_M6	0.88
DIS3L2	P1_I1_M6	0.93
CPNE9	P1_I1_M1	0.94
FANCD2	P1_I1_M3	0.88
TAMM41	P1_I1_M1	0.91
4-Mar	P1_I1_M1	0.96
STK11IP	P1_I1_M3	0.81
GRIP2	P1_I1_M1	0.88
CNTN4	P1_I1_M8	0.9
GADL1	P1_I1_M1	0.95
FAM198A	P1_I1_M1	0.82
SLC22A14	P1_I1_M1	0.93
CAND2	P1_I1_M11	0.81
RPL32	P1_I1_M21	0.96
PTPRG	P1_I1_M8	0.97
IL17RD	P1_I1_M6	0.81
SLC25A26	P1_I1_M1	0.85
TMF1	P1_I1_M6	0.91
LRTM1	P1_I1_M1	0.91
RP11-977G19.10	P1_I1_M1	0.94
ZNF660	P1_I1_M1	0.99
NFKBIZ	P1_I1_M14	0.84
ADGRG7	P1_I1_M12	0.95
MYH15	P1_I1_M1	0.99
TAGLN3	P1_I1_M5	0.96
PLA1A	P1_I1_M16	0.87
RABL3	P1_I1_M6	0.83
IGSF11	P1_I1_M2	0.88
NR1I2	P1_I1_M12	0.87
AGTR1	P1_I1_M15	0.94
ALDH1L1	P1_I1_M9	0.84
TRPC1	P1_I1_M6	0.84
SPATA16	P1_I1_M2	0.99
FAM86B2	P1_I1_M1	0.99
LPP	P1_I1_M18	0.84
UCN2	P1_I1_M1	0.89
DCAF1	P1_I1_M2	0.95
STXBP5L	P1_I1_M1	0.82
TM4SF19	P1_I1_M1	0.97
MUC4	P1_I1_M1	0.99
AHSG	P1_I1_M9	0.98
VWA5B2	P1_I1_M23	0.92
FIP1L1	P1_I1_M4	0.81
SLC26A1	P1_I1_M1	0.94
LYAR	P1_I1_M2	0.96
CENPC	P1_I1_M1	0.98
EPHA5	P1_I1_M1	0.88
CORIN	P1_I1_M33	0.94
SLC10A4	P1_I1_M1	0.97
SLC10A6	P1_I1_M1	0.84
SCD5	P1_I1_M5	0.87
ENOPH1	P1_I1_M13	0.87
CABS1	P1_I1_M2	0.98
GC	P1_I1_M9	0.97
TRMT10A	P1_I1_M3	0.94
KLHL8	P1_I1_M16	0.92
SNCA	P1_I1_M5	0.89
TBCK	P1_I1_M6	0.93
DDIT4L	P1_I1_M11	0.93
SPATA5	P1_I1_M1	1.0
FABP2	P1_I1_M12	0.9
METTL14	P1_I1_M6	0.93
NAF1	P1_I1_M6	0.96
1-Mar	P1_I1_M7	0.91
RPS3A	P1_I1_M21	0.96
RNF175	P1_I1_M1	0.92
PDGFC	P1_I1_M8	0.86
GLRA3	P1_I1_M1	0.96
ROPN1L	P1_I1_M2	0.96
6-Mar	P1_I1_M8	0.81
NKD2	P1_I1_M1	0.98
CDH18	P1_I1_M1	0.86
ADAMTS16	P1_I1_M1	0.9
RPL37	P1_I1_M21	0.84
SKP2	P1_I1_M15	0.97
UGT3A1	P1_I1_M19	0.9
FAM159B	P1_I1_M1	0.98
GZMA	P1_I1_M7	0.84
HAPLN1	P1_I1_M15	0.96
BHMT	P1_I1_M19	0.86
ANKRD31	P1_I1_M1	0.97
GIN1	P1_I1_M1	0.97
BDP1	P1_I1_M1	0.99
GTF2H2	P1_I1_M1	0.95
SLC30A5	P1_I1_M4	0.84
BTF3	P1_I1_M21	0.96
SPATA9	P1_I1_M2	0.96
TSLP	P1_I1_M1	0.85
TNFAIP8	P1_I1_M7	0.85
MEGF10	P1_I1_M1	0.91
YIPF5	P1_I1_M4	0.82
LECT2	P1_I1_M9	0.99
SLC25A48	P1_I1_M1	0.86
DDX46	P1_I1_M4	0.85
IL9	P1_I1_M1	0.99
TIMD4	P1_I1_M2	0.91
C1QTNF2	P1_I1_M1	0.98
GABRA6	P1_I1_M1	0.99
GABRB2	P1_I1_M5	0.98
FBXO38	P1_I1_M6	0.91
SPINK7	P1_I1_M20	0.98
PCYOX1L	P1_I1_M1	0.81
GLRA1	P1_I1_M1	0.99
G3BP1	P1_I1_M4	0.83
ZNF300	P1_I1_M1	0.86
N4BP3	P1_I1_M1	0.9
RMND5B	P1_I1_M2	0.84
CPLX2	P1_I1_M5	0.82
TENM2	P1_I1_M33	0.94
FAM50B	P1_I1_M1	0.82
MYLK4	P1_I1_M1	0.94
FAM217A	P1_I1_M3	0.98
FARS2	P1_I1_M6	0.89
CDKAL1	P1_I1_M1	0.84
PSD2	P1_I1_M5	0.98
ZMAT2	P1_I1_M13	0.86
GFRA3	P1_I1_M1	0.93
KLHL3	P1_I1_M1	0.89
HIST1H2BA	P1_I1_M1	0.95
KAAG1	P1_I1_M1	0.99
TRIM7	P1_I1_M11	0.92
TRIM41	P1_I1_M6	0.8
MUT	P1_I1_M9	0.84
RASGEF1C	P1_I1_M1	0.9
DOK3	P1_I1_M7	0.84
PPP1R18	P1_I1_M7	0.94
DAAM2	P1_I1_M5	0.89
PRIM2	P1_I1_M27	0.93
MLIP	P1_I1_M25	0.85
HMGCLL1	P1_I1_M1	0.89
LGSN	P1_I1_M1	0.98
FGD2	P1_I1_M7	0.9
ANO7	P1_I1_M27	0.95
TTBK1	P1_I1_M1	0.87
TCTE1	P1_I1_M3	0.89
RPL7L1	P1_I1_M4	0.87
NFKBIE	P1_I1_M7	0.92
IRAK1BP1	P1_I1_M14	0.97
PRSS35	P1_I1_M1	0.89
MMS22L	P1_I1_M1	0.94
GABRR1	P1_I1_M1	0.99
RARS2	P1_I1_M4	0.81
TBC1D32	P1_I1_M1	0.98
CLVS2	P1_I1_M1	0.9
GPR6	P1_I1_M1	0.99
RNF217	P1_I1_M8	0.95
TAAR2	P1_I1_M1	0.99
TAAR6	P1_I1_M1	0.99
TAAR8	P1_I1_M1	0.99
TAAR1	P1_I1_M1	0.96
SLC2A12	P1_I1_M27	0.84
SHPRH	P1_I1_M1	0.81
PNLDC1	P1_I1_M1	0.95
ZMYM4	P1_I1_M4	0.83
VWDE	P1_I1_M1	0.98
SDK1	P1_I1_M1	0.88
CCZ1B	P1_I1_M8	0.88
RBAK	P1_I1_M1	0.9
FERD3L	P1_I1_M1	0.99
EGFR	P1_I1_M15	0.8
IGFBP3	P1_I1_M15	0.91
PURB	P1_I1_M6	0.88
IGFBP1	P1_I1_M9	0.87
SSC4D	P1_I1_M1	0.98
POMZP3	P1_I1_M1	0.92
CCT6A	P1_I1_M4	0.86
TRIM50	P1_I1_M1	0.93
ZNF92	P1_I1_M1	0.85
ATXN7L1	P1_I1_M1	0.88
ASB15	P1_I1_M11	0.9
TRIM4	P1_I1_M4	0.85
MEPCE	P1_I1_M4	0.81
ZAN	P1_I1_M1	0.99
TMEM209	P1_I1_M6	0.92
AGBL3	P1_I1_M1	0.93
STRA8	P1_I1_M1	0.99
ZC3HAV1L	P1_I1_M1	0.81
TLK2	P1_I1_M2	0.83
EPHA1	P1_I1_M8	0.89
NOM1	P1_I1_M1	0.97
CNPY1	P1_I1_M1	0.99
NCAPG2	P1_I1_M3	0.89
ASB10	P1_I1_M11	0.8
SHROOM2	P1_I1_M1	0.88
RAB19	P1_I1_M1	0.95
LUC7L2	P1_I1_M4	0.9
TMEM27	P1_I1_M19	0.98
SH3KBP1	P1_I1_M7	0.82
TMEM47	P1_I1_M18	0.82
LANCL3	P1_I1_M1	0.99
SYTL5	P1_I1_M1	0.85
SPIN2A	P1_I1_M1	1.0
AKAP4	P1_I1_M2	0.97
CCNB3	P1_I1_M1	0.96
ZNF157	P1_I1_M1	0.99
ZNF182	P1_I1_M1	0.94
CHST7	P1_I1_M1	0.89
KRBOX4	P1_I1_M6	0.81
ZNF41	P1_I1_M1	0.83
RAB41	P1_I1_M1	0.98
ZMYM3	P1_I1_M6	0.81
GPR174	P1_I1_M7	0.88
CCDC120	P1_I1_M1	0.82
LPAR4	P1_I1_M1	0.98
EBP	P1_I1_M9	0.8
AWAT2	P1_I1_M1	0.99
SNX12	P1_I1_M4	0.81
ITGB1BP2	P1_I1_M25	0.85
GCNA	P1_I1_M3	0.98
ZNF711	P1_I1_M2	0.9
CPXCR1	P1_I1_M1	0.95
NXF3	P1_I1_M2	0.88
RIPPLY1	P1_I1_M1	0.98
CXorf57	P1_I1_M1	0.92
FRMPD3	P1_I1_M1	0.96
HTR2C	P1_I1_M1	0.99
DOCK11	P1_I1_M7	0.83
ARHGAP36	P1_I1_M23	0.99
GPC3	P1_I1_M15	0.96
GPR119	P1_I1_M1	0.99
RBMX	P1_I1_M21	0.87
MCPH1	P1_I1_M3	0.85
FBXO25	P1_I1_M2	0.95
FATE1	P1_I1_M2	0.97
MAGEA4	P1_I1_M2	0.94
RPL10	P1_I1_M21	0.97
CSGALNACT1	P1_I1_M22	0.85
HMBOX1	P1_I1_M1	0.89
CHRNB3	P1_I1_M1	0.99
CHRNA6	P1_I1_M1	0.99
GNRH1	P1_I1_M1	0.94
DOK2	P1_I1_M7	0.86
CHMP7	P1_I1_M7	0.93
STAR	P1_I1_M23	0.98
SNTG1	P1_I1_M1	0.97
PXDNL	P1_I1_M33	0.94
ST18	P1_I1_M1	0.95
RGS20	P1_I1_M1	0.96
TACC1	P1_I1_M18	0.86
GINS4	P1_I1_M1	0.96
DNAJC5B	P1_I1_M2	0.98
CRH	P1_I1_M1	0.97
TRIM55	P1_I1_M33	0.87
ADHFE1	P1_I1_M33	0.82
PMP2	P1_I1_M5	0.97
PRDM14	P1_I1_M1	0.99
TERF1	P1_I1_M13	0.88
